2025-12-20 19:06:27.397 | $BDGSA,A,1,,,,,,,,,,,,,,,,4
2025-12-20 19:06:27.397 | $GPGSV,0,1,00
2025-12-20 19:06:27.397 | $BDGSV,0,1,00
2025-12-20 19:06:27.397 | $GNRMC,,V,,,,,,,,,,N
2025-12-20 19:06:27.397 | $GNZDA,,,,,,
2025-12-20 19:06:27.398 | $GNGGA,,,,,,0,00,,,M,,M,,
2025-12-20 19:06:27.408 | $GPGSA,A,1,,,,,,,,,,,,,,,,1
2025-12-20 19:06:27.439 | $BDGSA,A,1,,,,,,,,,,,,,,,,4
2025-12-20 19:06:27.459 | $GPGSV,0,1,00
2025-12-20 19:06:27.480 | $BDGSV,0,1,00
2025-12-20 19:06:27.510 | $GNRMC,,V,,,,,,,,,,N
2025-12-20 19:06:27.521 | $GNZDA,,,,,,
2025-12-20 19:06:28.373 | $GNGGA,,,,,,0,00,,,M,,M,,
2025-12-20 19:06:28.404 | $GPGSA,A,1,,,,,,,,,,,,,,,,1
2025-12-20 19:06:28.445 | $BDGSA,A,1,,,,,,,,,,,,,,,,4
2025-12-20 19:06:28.465 | $GPGSV,0,1,00
2025-12-20 19:06:28.476 | $BDGSV,0,1,00
2025-12-20 19:06:28.507 | $GNRMC,,V,,,,,,,,,,N
2025-12-20 19:06:28.528 | $GNZDA,,,,,,
2025-12-20 19:06:29.380 | $GNGGA,,,,,,0,00,,,M,,M,,
2025-12-20 19:06:29.410 | $GPGSA,A,1,,,,,,,,,,,,,,,,1
2025-12-20 19:06:29.441 | $BDGSA,A,1,,,,,,,,,,,,,,,,4
2025-12-20 19:06:29.462 | $GPGSV,0,1,00
2025-12-20 19:06:29.482 | $BDGSV,0,1,00
2025-12-20 19:06:29.503 | $GNRMC,,V,,,,,,,,,,N
2025-12-20 19:06:29.524 | $GNZDA,,,,,,
2025-12-20 19:06:30.376 | $GNGGA,,,,,,0,00,,,M,,M,,
2025-12-20 19:06:30.407 | $GPGSA,A,1,,,,,,,,,,,,,,,,1
2025-12-20 19:06:30.438 | $BDGSA,A,1,,,,,,,,,,,,,,,,4
2025-12-20 19:06:30.458 | $GPGSV,0,1,00
2025-12-20 19:06:30.479 | $BDGSV,0,1,00
2025-12-20 19:06:30.510 | $GNRMC,,V,,,,,,,,,,N
2025-12-20 19:06:30.520 | $GNZDA,,,,,,
